key	value
ITEM_SKILL_SCROLL_HEAVY_MELEE_MASTERY_DESCRIPTION	Teaches the user Heavy Melee Mastery.
ITEM_SKILL_SCROLL_KATAR_MASTERY_NAME	Skill Scroll (Katar Mastery)
ITEM_SKILL_SCROLL_KATAR_MASTERY_DESCRIPTION	Teaches the user Katar Mastery.
ITEM_SKILL_SCROLL_MELEE_MASTERY_NAME	Skill Scroll (Melee Mastery)
ITEM_SKILL_SCROLL_MELEE_MASTERY_DESCRIPTION	Teaches the user Melee Mastery.
ITEM_SKILL_SCROLL_POLEARM_MASTERY_NAME	Skill Scroll (Polearm Mastery)
ITEM_SKILL_SCROLL_POLEARM_MASTERY_DESCRIPTION	Teaches the user Polearm Mastery.
ITEM_SKILL_SCROLL_RANGED_MASTERY_NAME	Skill Scroll (Ranged Mastery)
ITEM_SKILL_SCROLL_RANGED_MASTERY_DESCRIPTION	Teaches the user Ranged Mastery.
ITEM_SKILL_SCROLL_SCEPTER_MASTERY_NAME	Skill Scroll (Scepter Mastery)
ITEM_SKILL_SCROLL_SCEPTER_MASTERY_DESCRIPTION	Teaches the user Scepter Mastery.
ITEM_SKILL_SCROLL_DIVINE_NAME	Skill Scroll (Divine)
ITEM_SKILL_SCROLL_DIVINE_DESCRIPTION	Teaches the user Divine.
ITEM_SKILL_SCROLL_LIFE_TAP_NAME	Skill Scroll (Life Tap)
ITEM_SKILL_SCROLL_LIFE_TAP_DESCRIPTION	Teaches the user Life Tap.
ITEM_BUNBAG_NAME	Bunbag
ITEM_BUNBAG_DESCRIPTION	A gratuitous healing salve.
ITEM_BUNJAR_NAME	Bunjar
ITEM_BUNJAR_DESCRIPTION	A big healing salve.
ITEM_BUNPOT_NAME	Bunpot
ITEM_BUNPOT_DESCRIPTION	A small healing salve.
ITEM_CARROT_CAKE_NAME	Carrot Cake
ITEM_CARROT_CAKE_DESCRIPTION	A delicious treat amongst Sanctum.
ITEM_MAGICLOVE_NAME	Magiclove
ITEM_MAGICLOVE_DESCRIPTION	A large mind replenishing clove.
ITEM_MAGIFLOWER_NAME	Magiflower
ITEM_MAGIFLOWER_DESCRIPTION	A gratuitous mind replenishing flower.
ITEM_MAGILEAF_NAME	Magileaf
ITEM_MAGILEAF_DESCRIPTION	A small mind replenishing leaf.
ITEM_SPECTRAL_POWDER_NAME	Spectral Powder
ITEM_SPECTRAL_POWDER_DESCRIPTION	Potent mixture of grounded ghostly substance. Vanishes the user for a short duration.
ITEM_STAMSTAR_NAME	Stamstar
ITEM_STAMSTAR_DESCRIPTION	Clenching this star gives a sudden boost of energy.
ITEM_MINCHROOM_JUICE_NAME	Minchroom Juice
ITEM_MINCHROOM_JUICE_DESCRIPTION	Tasty Minchroom blood.
ITEM_LESSER_DEFENSE_POTION_NAME	Lesser Defense Potion
ITEM_LESSER_DEFENSE_POTION_DESCRIPTION	Temporarily increases Defense by 5.
ITEM_LESSER_EVASION_POTION_NAME	Lesser Evasion Potion
ITEM_LESSER_EVASION_POTION_DESCRIPTION	Temporarily increases Evasion by 3%.
ITEM_LESSER_MGK_DEFENSE_POTION_NAME	Lesser Mgk. Defense Potion
ITEM_LESSER_MGK_DEFENSE_POTION_DESCRIPTION	Temporarily increases Magic Defense by 5.
ITEM_LESSER_REGENERATION_POTION_NAME	Lesser Regeneration Potion
ITEM_LESSER_REGENERATION_POTION_DESCRIPTION	Temporarily regenerates 3 health over time.
ITEM_DEFENSE_POTION_NAME	Defense Potion
ITEM_DEFENSE_POTION_DESCRIPTION	Temporarily increases Defense by 10.
ITEM_EVASION_POTION_NAME	Evasion Potion
ITEM_EVASION_POTION_DESCRIPTION	Temporarily increases Evasion by 5%.
ITEM_MGK_DEFENSE_POTION_NAME	Mgk. Defense Potion
ITEM_MGK_DEFENSE_POTION_DESCRIPTION	Temporarily increases Magic Defense by 10.
ITEM_REGENERATION_POTION_NAME	Regeneration Potion
ITEM_REGENERATION_POTION_DESCRIPTION	Temporarily regenerates 8 health over time.
ITEM_TOME_OF_EXPERIENCE_NAME	Tome of Experience
ITEM_TOME_OF_EXPERIENCE_DESCRIPTION	The knowledge this Tome provides gives a sizable pile of experience to the reader.
ITEM_TOME_OF_GREATER_EXPERIENCE_NAME	Tome of Greater Experience
ITEM_TOME_OF_GREATER_EXPERIENCE_DESCRIPTION	The knowledge this Tome provides gives a massive pile of experience to the reader.
ITEM_TOME_OF_LESSER_EXPERIENCE_NAME	Tome of Lesser Experience
ITEM_TOME_OF_LESSER_EXPERIENCE_DESCRIPTION	The knowledge this Tome provides gives a handful of experience to the reader.
ITEM_TOME_OF_NAIVETY_NAME	Tome of Naivety
ITEM_TOME_OF_NAIVETY_DESCRIPTION	Reading this tome resets all of your Attributes, reimbursing your Attribute Points. <color=lime>Can only be used in a Safe Zone.</color>
ITEM_TOME_OF_UNLEARNING_NAME	Tome of Unlearning
ITEM_TOME_OF_UNLEARNING_DESCRIPTION	Reading this tome unlearns all your Skills, reimbursing all your spent Skill Points. <color=lime>Can only be used in a Safe Zone.</color>
ITEM_AGILITY_STONE_NAME	Agility Stone
ITEM_AGILITY_STONE_DESCRIPTION	Has capabilities to change a weapon damage scale to dexterity.
ITEM_ANGELAS_TEAR_NAME	Angela's Tear
ITEM_ANGELAS_TEAR_DESCRIPTION	Instantly revives the holder if they die.
ITEM_BLIGHTWOOD_LOG_NAME	Blightwood Log
ITEM_BLIGHTWOOD_LOG_DESCRIPTION	The inside is very hot, containing a burning blue flame that never seems to go out.
ITEM_BLIGHTWOOD_STICK_NAME	Blightwood Stick
ITEM_BLIGHTWOOD_STICK_DESCRIPTION	Feels warm to hold.
ITEM_BLUE_MINCHROOM_CAP_NAME	Blue Minchroom Cap
ITEM_BLUE_MINCHROOM_CAP_DESCRIPTION	The spores can frostbite something. Could be good to keep a room cool.
ITEM_BRONZE_ARROWS_NAME	Bronze Arrows
ITEM_BRONZE_ARROWS_DESCRIPTION	Ammunition for bows.
ITEM_CARBUNCLE_FOOT_NAME	Carbuncle Foot
ITEM_CARBUNCLE_FOOT_DESCRIPTION	The foot of a corrupted sage. The blood that drips from it quickly becomes a magical powder.
ITEM_CURSED_NOTE_NAME	Cursed Note
ITEM_CURSED_NOTE_DESCRIPTION	There are magic glyphs on this note. They seem to slowly float above the parchment.
ITEM_DEADWOOD_LOG_NAME	Deadwood Log
ITEM_DEADWOOD_LOG_DESCRIPTION	Hot orange energy eminates within this log.
ITEM_DEATHGEL_CORE_NAME	Deathgel Core
ITEM_DEATHGEL_CORE_DESCRIPTION	A chunk of a Deathgel.
ITEM_DIVA_NECKLACE_NAME	Diva Necklace
ITEM_DIVA_NECKLACE_DESCRIPTION	Too big to wear, though quite valuable.
ITEM_FLUX_STONE_NAME	Flux Stone
ITEM_FLUX_STONE_DESCRIPTION	Has capabilities to change a weapon damage scale to mind.
ITEM_GEIST_COLLAR_NAME	Geist Collar
ITEM_GEIST_COLLAR_DESCRIPTION	Shaking the bell doesn't make any noise.
ITEM_GHOSTDUST_NAME	Ghostdust
ITEM_GHOSTDUST_DESCRIPTION	Bottled spectral ashes of a restless ghost.
ITEM_GOLEM_CORE_NAME	Golem Core
ITEM_GOLEM_CORE_DESCRIPTION	The once functioning heart of a Golem. Quite heavy.
ITEM_GOLEM_GEM_NAME	Golem Gem
ITEM_GOLEM_GEM_DESCRIPTION	A red mist twists and turns within this gem.
ITEM_GREEN_LIPSTICK_NAME	Green Lipstick
ITEM_GREEN_LIPSTICK_DESCRIPTION	Tastes like sour apple candy.
ITEM_HELLSLUDGE_CORE_NAME	Hellsludge Core
ITEM_HELLSLUDGE_CORE_DESCRIPTION	A chunk of a Hellsludge.
ITEM_ILLUSION_STONE_NAME	Illusion Stone
ITEM_ILLUSION_STONE_DESCRIPTION	This magical stone can be used to change the appearance of things.
ITEM_MAW_EYE_NAME	Maw Eye
ITEM_MAW_EYE_DESCRIPTION	There's a glare of anxiety in the dilated pupil.
ITEM_MEKBOAR_HEAD_NAME	Mekboar Head
ITEM_MEKBOAR_HEAD_DESCRIPTION	The snout continues to pulse and wiggle around.
ITEM_MEKBOAR_SPEAR_NAME	Mekboar Spear
ITEM_MEKBOAR_SPEAR_DESCRIPTION	It is unknown how this spear was attached to a boar.
ITEM_MIGHT_STONE_NAME	Might Stone
ITEM_MIGHT_STONE_DESCRIPTION	Has capabilities to change a weapon damage scale to strength.
ITEM_MONOLITH_CORE_NAME	Monolith Core
ITEM_MONOLITH_CORE_DESCRIPTION	The heart of a Monolith. Dark green energy pulsates from within it.
ITEM_MONOLITH_GEM_NAME	Monolith Gem
ITEM_MONOLITH_GEM_DESCRIPTION	A hefty, green gem from a Monolith. Perhaps it is mutated.
ITEM_MOUTH_BITTERTOOTH_NAME	Mouth Bittertooth
ITEM_MOUTH_BITTERTOOTH_DESCRIPTION	The tip of the tooth endlessly drips a little bit of poison.
ITEM_MOUTH_EYE_NAME	Mouth Eye
ITEM_MOUTH_EYE_DESCRIPTION	Squishy. Though, it can't be popped.
ITEM_RAGEBOAR_HEAD_NAME	Rageboar Head
ITEM_RAGEBOAR_HEAD_DESCRIPTION	The eyes are bloodshot and filled with rage.
ITEM_RAGEBOAR_SPEAR_NAME	Rageboar Spear
ITEM_RAGEBOAR_SPEAR_DESCRIPTION	The bloodstain on this spear means deadly business.
ITEM_RED_MINCHROOM_CAP_NAME	Red Minchroom Cap
ITEM_RED_MINCHROOM_CAP_DESCRIPTION	The spores can set something on fire. Could be good to cook something spicy with.
ITEM_ROCK_NAME	Rock
ITEM_ROCK_DESCRIPTION	Just an ordinary rock. Could be tossed at enemies.
ITEM_SLIME_CORE_NAME	Slime Core
ITEM_SLIME_CORE_DESCRIPTION	A chunk of a Slime.
ITEM_SLIME_DIVA_EARS_NAME	Slime Diva Ears
ITEM_SLIME_DIVA_EARS_DESCRIPTION	Extremely large and long ears. Unlike other slime ears, these are not sharp to the touch, but rather soft.
ITEM_SLIME_EARS_NAME	Slime Ears
ITEM_SLIME_EARS_DESCRIPTION	These are somehow sharp on the ends, which can actually hurt.
ITEM_SLIMEK_CORE_NAME	Slimek Core
ITEM_SLIMEK_CORE_DESCRIPTION	A chunk of a Slimek.
ITEM_SLIMEK_EARS_NAME	Slimek Ears
ITEM_SLIMEK_EARS_DESCRIPTION	Even sharper than normal Slime ears.
ITEM_SLIMEK_EYE_NAME	Slimek Eye
ITEM_SLIMEK_EYE_DESCRIPTION	The swirly pupil rotates if you look at it long enough.
ITEM_SOUL_PEARL_NAME	Soul Pearl
ITEM_SOUL_PEARL_DESCRIPTION	Allows the holder to revive a fallen soul.\n<color=cyan>To revive someone, press the interact key when nearby them.</color>
ITEM_WIZBOAR_HEAD_NAME	Wizboar Head
ITEM_WIZBOAR_HEAD_DESCRIPTION	It's still smiling.
ITEM_WIZBOAR_SCEPTER_NAME	Wizboar Scepter
ITEM_WIZBOAR_SCEPTER_DESCRIPTION	Teeming with electricity. Too big of a weapon to use on your own.
CREEP_LESSER_WISP_NAME	Lesser Wisp
CREEP_LESSER_WISP_NAME_VARIANT_MANY	Lesser Wisps
CREEP_MIASMA_NAME	Miasma
CREEP_MIASMA_NAME_VARIANT_MANY	Miasmas
CREEP_GREATER_WISP_NAME	Greater Wisp
CREEP_GREATER_WISP_NAME_VARIANT_MANY	Greater Wisps
CREEP_TOXIN_NAME	Toxin
CREEP_TOXIN_NAME_VARIANT_MANY	Toxins
CREEP_ALSHAR_NAME	Alshar
CREEP_ALSHAR_NAME_VARIANT_MANY	Alshars
CREEP_CARBUNCLE_NAME	Carbuncle
CREEP_CARBUNCLE_NAME_VARIANT_MANY	Carbuncles
CREEP_STEZZA_NAME	Stezza
CREEP_STEZZA_NAME_VARIANT_MANY	Stezzas
CREEP_POLTERGEIST_NAME	Poltergeist
CREEP_POLTERGEIST_NAME_VARIANT_MANY	Poltergeists
CREEP_MINI_GEIST_NAME	Mini Geist
CREEP_MINI_GEIST_NAME_VARIANT_MANY	Mini Geists
CREEP_GEIST_NAME	Geist
CREEP_GEIST_NAME_VARIANT_MANY	Geists
CREEP_LORD_ZUULNERUDA_NAME	Lord Zuulneruda
CREEP_LORD_ZUULNERUDA_NAME_VARIANT_MANY	Lord Zuulnerudas
CREEP_LORD_KALUUZ_NAME	Lord Kaluuz
CREEP_LORD_KALUUZ_NAME_VARIANT_MANY	Lord Kaluuzs
CREEP_GOLEM_NAME	Golem
CREEP_GOLEM_NAME_VARIANT_MANY	Golems
CREEP_MONOLITH_NAME	Monolith
CREEP_MONOLITH_NAME_VARIANT_MANY	Monoliths
CREEP_DEMIGOLEM_NAME	Demigolem
CREEP_DEMIGOLEM_NAME_VARIANT_MANY	Demigolems
CREEP_COLOSSUS_NAME	Colossus
CREEP_COLOSSUS_NAME_VARIANT_MANY	Colossuss
CREEP_VALDUR_NAME	Valdur
CREEP_VALDUR_NAME_VARIANT_MANY	Valdurs
CREEP_MEKBOAR_NAME	Mekboar
CREEP_MEKBOAR_NAME_VARIANT_MANY	Mekboars
CREEP_BOOMBOAR_NAME	Boomboar
CREEP_BOOMBOAR_NAME_VARIANT_MANY	Boomboars
CREEP_RAGEBOAR_NAME	Rageboar
CREEP_RAGEBOAR_NAME_VARIANT_MANY	Rageboars
CREEP_WIZBOAR_NAME	Wizboar
CREEP_WIZBOAR_NAME_VARIANT_MANY	Wizboars
CREEP_BLUE_MINCHROOM_NAME	Blue Minchroom
CREEP_BLUE_MINCHROOM_NAME_VARIANT_MANY	Blue Minchrooms
CREEP_RED_MINCHROOM_NAME	Red Minchroom
CREEP_RED_MINCHROOM_NAME_VARIANT_MANY	Red Minchrooms
CREEP_YELLOW_MINCHROOM_NAME	Yellow Minchroom
CREEP_YELLOW_MINCHROOM_NAME_VARIANT_MANY	Yellow Minchrooms
CREEP_MINI_GOLEM_NAME	Mini Golem
CREEP_MINI_GOLEM_NAME_VARIANT_MANY	Mini Golems
CREEP_MOUTH_NAME	Mouth
CREEP_MOUTH_NAME_VARIANT_MANY	Mouths
CREEP_MAW_NAME	Maw
CREEP_MAW_NAME_VARIANT_MANY	Maws
CREEP_SLIME_NAME	Slime
CREEP_SLIME_NAME_VARIANT_MANY	Slimes
CREEP_HELLSLUDGE_NAME	Hellsludge
CREEP_HELLSLUDGE_NAME_VARIANT_MANY	Hellsludges
CREEP_TAR_SPAWN_NAME	Tar Spawn
CREEP_TAR_SPAWN_NAME_VARIANT_MANY	Tar Spawns
CREEP_SLIMEK_NAME	Slimek
CREEP_SLIMEK_NAME_VARIANT_MANY	Slimeks
CREEP_DEATHGEL_NAME	Deathgel
CREEP_DEATHGEL_NAME_VARIANT_MANY	Deathgels
CREEP_SLIME_DIVA_NAME	Slime Diva
CREEP_SLIME_DIVA_NAME_VARIANT_MANY	Slime Divas
CREEP_DEADWOOD_NAME	Deadwood
CREEP_DEADWOOD_NAME_VARIANT_MANY	Deadwoods
CREEP_BLIGHTWOOD_NAME	Blightwood
CREEP_BLIGHTWOOD_NAME_VARIANT_MANY	Blightwoods
CREEP_NOVICE_TRAINING_DUMMY_NAME	Novice Training Dummy
CREEP_NOVICE_TRAINING_DUMMY_NAME_VARIANT_MANY	Novice Training Dummys
CREEP_CLASS_TRAINING_DUMMY_NAME	Class Training Dummy
CREEP_CLASS_TRAINING_DUMMY_NAME_VARIANT_MANY	Class Training Dummys
QUEST_A_WARM_WELCOME_NAME	A Warm Welcome
QUEST_A_WARM_WELCOME_DESCRIPTION	Ah... I see that you're awake, and your soul is as bright as ever. Please, do not be afraid. <color=cyan>This place is your home, our home.</color>\n\nBefore we can begin your journey, please make yourself familiar with Sanctum... <color=cyan>After all, this is the last safe haven of this broken world.</color>\n\n<color=yellow>Come back to me after you have seen the World Portal, the Barracks, the Shop, and the Gateway to the Outer Sanctum.</color> \n\n<i>Of course, take your time...</i>
QUEST_A_WARM_WELCOME_COMPLETE_RETURN_MESSAGE	Return to Angela in Sanctum.
QUEST_TRIGGER_WORLDPORTALTRIGGER_PREFIX	World Portal
QUEST_TRIGGER_WORLDPORTALTRIGGER_SUFFIX	discovered
QUEST_TRIGGER_SHOPDISCOVERTRIGGER_PREFIX	Shop
QUEST_TRIGGER_SHOPDISCOVERTRIGGER_SUFFIX	discovered
QUEST_TRIGGER_GATEWAYDISCOVERTRIGGER_PREFIX	Gateway
QUEST_TRIGGER_GATEWAYDISCOVERTRIGGER_SUFFIX	discovered
QUEST_TRIGGER_BARRACKSDISCOVERTRIGGER_PREFIX	Barracks
QUEST_TRIGGER_BARRACKSDISCOVERTRIGGER_SUFFIX	discovered
QUEST_COMMUNING_CATACOMBS_NAME	Communing Catacombs
QUEST_COMMUNING_CATACOMBS_DESCRIPTION	It's quite dire, you see... the <color=cyan>Catacombs outside Sanctum</color> was a place I could commune my mystic energies with to survey the undead. What goes on there now has been all a mystery to me...\n\n<color=cyan>When the world shattered, so did my magic.</color> Fortunately, I can still feel the lost magic existing...\n\n<color=yellow>Find the stray Sigil deep within the Catacombs and let it tether to your soul.</color> Once you do, we can further explore what looms ahead of us... I do fear for the worst.
QUEST_COMMUNING_CATACOMBS_COMPLETE_RETURN_MESSAGE	Return to Angela in Sanctum.
QUEST_TRIGGER_SIGILTRIGGER_PREFIX	Sigil
QUEST_TRIGGER_SIGILTRIGGER_SUFFIX	attuned
QUEST_NIGHT_SPIRITS_NAME	Night Spirits
QUEST_NIGHT_SPIRITS_DESCRIPTION	<color=cyan>During the night,</color> the Wisps from the Catacombs nearby disturb the Outer Sanctum. Some Greater Wisps may also be found deeper within the Catacombs itself...\n\n<color=yellow>Abolish 8 Lesser Wisps and 5 Greater Wisps.</color>\nBe careful, because <color=cyan>Wisps can curse you...</color>
QUEST_NIGHT_SPIRITS_COMPLETE_RETURN_MESSAGE	Return to Angela in Sanctum.
QUEST_RIDDING_SLIMES_NAME	Ridding Slimes
QUEST_RIDDING_SLIMES_DESCRIPTION	The Slimes are quite the nuisance outside Sanctum... Fending them off would help us greatly.\n\n<color=cyan>Slimes are commonly found during the daytime.</color> <color=yellow>Gather 5 Slime Cores, 5 Slime Ears and kill 10 Slimes.</color> Come back safely...
QUEST_RIDDING_SLIMES_COMPLETE_RETURN_MESSAGE	Return to Angela in Sanctum.
QUEST_DISCIPLE_OF_MAGIC_NAME	Disciple of Magic
QUEST_DISCIPLE_OF_MAGIC_DESCRIPTION	Ah! There you are, little one. I've noticed that your skill has exceeded beyond where you began... <color=cyan>perhaps, you may be interested in embracing the studies of a Mystic?</color>\n\nIf you are sure to follow my warmth of wisdom and guidance, <color=yellow>I will bestow a tome that will bind my powers to you...</color> And of course, make your choice wisely, <color=yellow>as you cannot revert it.</color>\n\nHmm... O-Oh, yes! <color=yellow>If you happen to lose your tome while undecided, please talk to me again to retrieve another.</color> 
QUEST_DISCIPLE_OF_MAGIC_COMPLETE_RETURN_MESSAGE	Return to Angela in Sanctum.
QUEST_TRIGGER_GETMYSTICCLASS_PREFIX	Tome of the Mystic
QUEST_TRIGGER_GETMYSTICCLASS_SUFFIX	read
QUEST_MASTERY_OF_BELLS_NAME	Mastery of Bells
QUEST_MASTERY_OF_BELLS_DESCRIPTION	Have you used Magic Bells before, little one? They are quite mysterious... well, they <i>were</i> mysterious. Fortunately for us, <color=cyan>I have uncovered the secrets to use them at their maximum power!</color>\n\n\n<color=yellow>Take this scroll. Reading it will teach you to charge and release powerful magic beyond comprehension...</color>\n\n<color=yellow>Ah, right... in any case if your mind changes, return to me, and I can provide to you as many scrolls as you need... Keep in mind, the skill scroll will vanish if you drop it.</color>
QUEST_MASTERY_OF_BELLS_COMPLETE_RETURN_MESSAGE	Return to Angela in Sanctum.
QUEST_TRIGGER_USEBELLSCROLL_PREFIX	Bell Mastery Scroll
QUEST_TRIGGER_USEBELLSCROLL_SUFFIX	read
QUEST_MASTERY_OF_SCEPTERS_NAME	Mastery of Scepters
QUEST_MASTERY_OF_SCEPTERS_DESCRIPTION	After many years of intensive studying, <color=cyan>I have uncovered the secrets of utilizing Magic Scepters!</color> Little one, would you be interested in learning them as well? <color=yellow>If so, I can provide you this skill scroll.</color> \n\n\n<color=cyan>Use it, and you will understand how to sharpen your mind to such weapons...</color>\n\n<color=yellow>Oh yes, if you change your mind, return to me, and I can provide to you as many scrolls as you need... Keep in mind, the skill scroll will vanish if you drop it.</color>\n
QUEST_MASTERY_OF_SCEPTERS_COMPLETE_RETURN_MESSAGE	Return to Angela in Sanctum.
QUEST_TRIGGER_USESCEPTERSCROLL_PREFIX	Scepter Mastery Scroll
QUEST_TRIGGER_USESCEPTERSCROLL_SUFFIX	read
QUEST_THE_KEEP_WITHIN_NAME	The Keep Within
QUEST_THE_KEEP_WITHIN_DESCRIPTION	The world is healing, little one... We must see what lies futher beyond and press on. <color=cyan>If memory serves, there is a portal in the Effold Terrace leading to an Ancient Keep. Within the east and west wing chambers, there are sigils that must be attuned to your soul.</color> Please be prepared for what may dwell there...
QUEST_THE_KEEP_WITHIN_COMPLETE_RETURN_MESSAGE	Return to Angela in Sanctum.
QUEST_TRIGGER_SIGILTRIGGER_00_PREFIX	West Wing Sigil
QUEST_TRIGGER_SIGILTRIGGER_00_SUFFIX	attuned
QUEST_TRIGGER_SIGILTRIGGER_01_PREFIX	East Wing Sigil
QUEST_TRIGGER_SIGILTRIGGER_01_SUFFIX	attuned
QUEST_ANCIENT_BEINGS_NAME	Ancient Beings
QUEST_ANCIENT_BEINGS_DESCRIPTION	It's concerning, little one. <color=cyan>There are droves of ancient Golems roaming around Crescent Keep,</color> and they are quite hostile... \n\nThe Golems were once peaceful constructs that fended off monsters, but now they have turned to aid them instead. <color=cyan>I can only assume that the shattering of the world caused this, and the gems held in their heads drove them into madness...</color> Either way, I must study this matter. \n\n<color=yellow>Defeat 15 Golems small and large, and collect 15 of their gems.</color> A reward for your troubles will be in order...
QUEST_ANCIENT_BEINGS_COMPLETE_RETURN_MESSAGE	Return to Angela in Sanctum.
QUEST_CONSUMED_MADNESS_NAME	Consumed Madness
QUEST_CONSUMED_MADNESS_DESCRIPTION	The Sanctum Catacombs isn't what you remember, little one... In fact, <color=cyan>the true incantation of the Catacombs is open for us to see, and it's quite dire.</color> I understand that you may have been through so much, but <i>I know</i> that you can do this!\n\nThe only way to keep the Catacombs from getting worse, <color=yellow>is to satiate the madness by defeating the forces of undead in it's worst form...</color>\n\nPlease return to me once you have done this task... <color=cyan>I greatly urge you to bring healing items with you in this journey!</color>
QUEST_CONSUMED_MADNESS_COMPLETE_RETURN_MESSAGE	Return to Angela in Sanctum.
QUEST_TRIGGER_SWEEPFINISHHARD_PREFIX	Catacombs
QUEST_TRIGGER_SWEEPFINISHHARD_SUFFIX	Cleared (lv12-18)
QUEST_SPIRALING_IN_THE_GROVE_NAME	Spiraling In The Grove
QUEST_SPIRALING_IN_THE_GROVE_DESCRIPTION	<color=cyan>The Crescent Grove is teeming with corruption...</color> As sad as it is to see how it's turned this way, it must be held back from getting worse. \n\n<color=cyan>I know that you are more than capable to provide the purification to this corrupted grove, little one.</color>\n\n<color=yellow>From the beginning to the end of the Crescent Grove, slay all the monsters that dwell within it.</color> As you know, they reside in the hazy dark magic, and only appear when you come near them. \n\n<color=cyan>Return to me once you have swept the grove from evil, and I will bestow a reward to you...</color>\n
QUEST_SPIRALING_IN_THE_GROVE_COMPLETE_RETURN_MESSAGE	Return to Angela in Sanctum.
QUEST_TRIGGER_SWEEPFINISHGROVENORMAL_PREFIX	Crescent Grove
QUEST_TRIGGER_SWEEPFINISHGROVENORMAL_SUFFIX	Cleared (lv15-20)
QUEST_TETHERING_GROVE_NAME	Tethering Grove
QUEST_TETHERING_GROVE_DESCRIPTION	Since ancient times, the Crescent Keep was held in high regard amongst our kind for generations... \n\n<color=cyan>When the world shattered, the cause of the Crescent Keep's demise was from an unfathomable corruption.</color> The souls from other worlds who settled there did not live as long as they hoped, and the druids of our kind became corrupt abominations.\n\n<color=yellow>You can find the Crescent Grove deep in the Crescent Keep, at the East wing. A door should open once you're near it. Find the stray sigil in the Crescent Grove, and tether it to your soul.</color> The monsters that lurk the grove are mighty! Please be prepared, little one.\n
QUEST_TETHERING_GROVE_COMPLETE_RETURN_MESSAGE	Return to Angela in Sanctum.
QUEST_TRIGGER_GROVESIGILTRIGGER_PREFIX	Crescent Grove Sigil
QUEST_TRIGGER_GROVESIGILTRIGGER_SUFFIX	Attuned
QUEST_THE_EFFOLD_TERRACE_NAME	The Effold Terrace
QUEST_THE_EFFOLD_TERRACE_DESCRIPTION	Slimes ambushed you in the Catacombs? Well then... it's possible that I can quickly piece this issue together.\n\nWith the ward restored by your lovely soul, the portal leading to the Effold Terrace should be open to you now.\n\n<color=cyan>The portal is located northeast of the Catacombs entrance.</color> From what I see in the Terrace, it's infested with filthy Slimeks. Unlike ordinary slimes, they are stronger and infused with tar.\n\n<color=yellow>Slay 15 Slimeks, then return to me safely...</color>
QUEST_THE_EFFOLD_TERRACE_COMPLETE_RETURN_MESSAGE	Return to Angela in Sanctum.
QUEST_CLEANING_TERRACE_NAME	Cleaning Terrace
QUEST_CLEANING_TERRACE_DESCRIPTION	Hmph, those nasty Slimeks don't seem to quit. The <color=cyan>Effold Terrace</color> could benefit by some immediate cleanup... \n\nPerhaps you could do me a favor and show them a little force of your skill? <color=yellow>Slay about 20 Slimeks,</color> and return to me when you can...
QUEST_CLEANING_TERRACE_COMPLETE_RETURN_MESSAGE	Return to Angela in Sanctum.
QUEST_DIVA_MUST_DIE_NAME	Diva Must Die
QUEST_DIVA_MUST_DIE_DESCRIPTION	It looks like you have done a great deal of damage to the Queen's hive of Slimeks... By proving your strength against her deluded offense, it's time to take her on while the iron is still hot.\n\nFrom what the ley energies that surround the Terrace suggest, <color=cyan>the Queen would appear if her children continued to die...</color>\n\nPerhaps where there are more Slimeks, that is where she may be hidden. I trust that you can fend her off and teach her a lesson, hm?
QUEST_DIVA_MUST_DIE_COMPLETE_RETURN_MESSAGE	Return to Angela in Sanctum.
QUEST_RATTLECAGE_RAGE_NAME	Rattlecage Rage
QUEST_RATTLECAGE_RAGE_DESCRIPTION	Hm... oh! I understand that the Catacombs may have been challenging to you, yes? O-Oh...? No? Well... in case if you didn't know, it seems as though the Catacombs shifts its form each time you enter. <color=cyan>The portal leading into them is corrupted, always changing what happens within.</color>\n\n<i>I know you're up to the task, little one...</i>\n\n<color=yellow>Sweep out the evil that resides inside the Catacombs, from the start to the end.</color> Return to me once you have done this challenge <color=yellow>normally...</color> and of course, please be safe.
QUEST_RATTLECAGE_RAGE_COMPLETE_RETURN_MESSAGE	Return to Angela in Sanctum.
QUEST_TRIGGER_SWEEPFINISH_PREFIX	Catacombs
QUEST_TRIGGER_SWEEPFINISH_SUFFIX	Cleared (lv6-12)
QUEST_HUNTIN_HOGS_NAME	Huntin' Hogs
QUEST_HUNTIN_HOGS_DESCRIPTION	Your soul is as strong as ever, little one. Why don't we try something a little more... well, <i>daring?</i>\n\n<color=cyan>There is a small passage tucked away within the Outer Sanctum,</color> swarming with awful creatures known as Mekboars. They brand devastating weapons on their heads, looking to pick a fight with anyone who treads on their turf... \n\nIf you would, <color=yellow>display your skill by slaying 20 Mekboars and gather 15 of their spears.</color>\n\nReturn to me when you have...
QUEST_HUNTIN_HOGS_COMPLETE_RETURN_MESSAGE	Return to Angela in Sanctum.
QUEST_KILLING_TOMB_NAME	Killing Tomb
